type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place	count
status	post_user_1008279892518211	1008279892518211_1624655240880670	https://www.facebook.com/1008279892518211/posts/1624655240880670	#منقوول :  كل متساكني مدينة سوسة و أحوازها ثمّنت عمل الوالي الجديد و زياراته الفجئيّة...ممتاز  أما بعد، شفنا البارح في خزامة الشرقيّة و أمام مقر البلديّة بالذات فوضى عارمة من المحلات و المطاعم ...البلديّة كانت في عطلة سنوات ؟؟ شكون عطى الرخص ؟ شكون عمل روحو ما يشوفش الله أعلم بأي مقابل إن وجد؟؟ باهي كي الوالي يمشي  الحاكم و البلدية و الصحة يدخلوا في عطلة و إلا كيفاش ؟؟ باهي نزيدكم زيادة فمّا بعض المطاعم و المقاهي المشهورة مروا بجانبها مرور الكرام ...كالعادة ...أهمها مطعم مقابل البلديّة و مقهى في آخر شارع البوسطة إجتاحت كل الرصيف و بنات terrasse ....إيه كيفاش هاذكم تابع بلاد اخرى ؟؟والي آخر ؟؟ بلديّة أخرى ؟؟؟أمن آخر ؟؟؟  باهي المواطن اللي تكلّم و قاللهم إيجابا شوفوا الوسخ متاع فلان و فلان و قاللهم عاملوا المواطنين الكل كيف كيف ...بأي حق الأمن يضربو و يهزو و كاميرا جوهرة تتغافل عن تصويره....؟ الكراهب اللي فوق التروتوارات  ماشافوهمش ؟؟ بوجعفر و حائط مبكى سي رياض النخيل شفاف ما يتراش ؟؟    خلاصة القول: كان جاء فالح راهو من البارح و مادام الموطنين و مخالفي القانون يتعاملو هذا فرض و هذا سنّة سوسة ما تقوملهاش قايمة ....  Ps :  ياسر عباد ما تفهمش كيف تقرى ...الوالي ما سبيناشي و ما شكرناشي ...يخدم في خدمتو..و الحديث مش عليه أما إن شاء الله يقرأ باش يتصدى لمخالفي القانون برخص رسميّة...  و تحيا سوسة					2017-07-12T10:52:30+0000	1499856750	2017-07-12 12:52:30	8	7	11	0	18	7	4	3	6	0	8	1	0	0	0	2	0	sousse	1
status	post_user_1008279892518211	1008279892518211_1625782807434580	https://www.facebook.com/1008279892518211/posts/1625782807434580	بالله نداء لوالي تونس شوفنا حل في حكاية البلديات ديما السيستام طايح خاصة في بلدية جبل جلود عنده  شهرين					2017-07-13T09:45:21+0000	1499939121	2017-07-13 11:45:21	1	0	3	0	3	0	0	0	0	0	1	0	0	1	1	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1625756910770503	https://www.facebook.com/1008279892518211/posts/1625756910770503	Bonjour  je me permets de partager avec vous deux photos qui expliquent tant de choses  et qui n ont plus ou moins rien à voir avec la charte du groupe. HAMMAM-LIF  entre son âge d or et aujourd hui. Bref  c était mieux hier ...La tunisie est le seul pays dans le monde où les gens reculent au lieux d avancer  qu est ce qui nous a poussé à devenir ce qu on l est maintenant ?	https://scontent.xx.fbcdn.net/v/t1.0-0/q86/s130x130/19959460_1542459475776955_5615538511463203830_n.jpg?oh=f8411ee842a6d4230e90e10f06e3d5ef&oe=5A1CBA54	https://scontent.xx.fbcdn.net/v/t1.0-0/q83/p480x480/19959460_1542459475776955_5615538511463203830_n.jpg?oh=9d1b35d8bd53856d270ef3ced80b092c&oe=5A58D957	https://www.facebook.com/photo.php?fbid=1542459475776955&set=gm.1625756910770503&type=3	facebook.com	2017-07-13T09:24:46+0000	1499937886	2017-07-13 11:24:46	8	1	11	0	12	1	1	0	2	0	8	1	0	0	2	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1625746290771565	https://www.facebook.com/1008279892518211/posts/1625746290771565	Réponse de la Municipalité de Tunis concernant la cassure de la chaussée au niveau de Charles Nicolles  vers Bab Swika:  هناك إنهيار على مستوى شبكة التطهير وقد تدخلت إدارة الطرقات ببلدية تونس بردم هاته الحفرة ولكن المشكل مازال قائما وهي تسعى لإيجاد حل بالتنسيق مع الديوان الوطني للتطهير					2017-07-13T09:08:34+0000	1499936914	2017-07-13 11:08:34	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1622505934428934	https://www.facebook.com/1008279892518211/posts/1622505934428934	Nedra Khedder shared ‎تونس أون لاين  Tunisia Online Info‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20001698_1804487126529603_289513050954792960_n.jpg?oh=19643f4733e5c9042e49fa14e71f88b0&oe=5A56B6A7	https://scontent.xx.fbcdn.net/v/t15.0-10/20001698_1804487126529603_289513050954792960_n.jpg?oh=2e80850323209fbc52c900160abddef9&oe=5A14D64A	https://www.facebook.com/tunisiaonline.info/videos/1804480763196906/	facebook.com	2017-07-10T14:22:57+0000	1499696577	2017-07-10 16:22:57	22	4	32	23	59	4	3	1	1	0	22	0	0	0	1	9	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1621526444526883	https://www.facebook.com/1008279892518211/posts/1621526444526883	نداء استغاثة السادة. _الرئيس المدير العام للصندوق الوطني للتأمين على المرض _وزير الشؤون الإجتماعية _رئيس الحكومة سلاما واحتراما وبعد أرجو من جنابكم التدخل السريع لدى مكتب أريانة للتأمين على المرض وتمكيني من الدواء لفائدة زوجتي علما وأنني أودعت الوصفة الطبية بتاريخ 7/6/2017 بالمكتب المذكور وإلى هذا التاريخ 8/7/2017 لم يقع البت في الموضوع رغم أنني توجهت خمسة مرات وقابلت أعوان المكتب فكانت إجاباتهم جملة واحدة وبدون مجهود يذكر(إرجع بعد يومين أوثلاثة). هذا في عصر الإعلامية  وتعصير الإدارة والحوكمة والشفافية ومقاومة الفساد والفساد الإداري وبرامج وخطط للقضاء على الركود الإداري .الدواء المنصوص عليه في الوصفة الطبية دواء مرض مزمن(دواء الحياة) لمدة ثلاثة أشهر إنقضى منهم أكثر من شهر ومسئولي مكتب أريانة للتأمين على المرض في سبات ونوم عميق لا تفكير فيمن يموت أو يحي ولا أهمية لهم في معانات المواطنين في الذهاب والإياب و الإنتظارات وعدم إيجاد الإجابة الموضوعية لمطالبهم.( هذه عيينة للمضمون الإجتماعي رقم40128900).أنا أستغرب ملفات لاتحتمل التأخير وعدم الإستجاب لها يهدد حياة الناس بالموت حسبي الله ونعم الوكيل في كل من له يد سوى في وضعيتي او ملفات المواطنين. إذن إن متنا من الحسرة والحقرة والتغافل والتهميش فلا يهمني متى يطفطن أصحاب القرار إلى ضحايا الإهمال والامبالات بأرواح الناس.  أرجو من اللذين تصلهم رسالتي أن يقوموا بالتفاعل مع هذا الموضوع الحساس لعلكم تساهمون في إنقاذ حياة مريض مثل حالتي أوأشد تعقيدا والسلام للجميع.					2017-07-09T16:34:20+0000	1499618060	2017-07-09 18:34:20	1	0	1	6	7	0	0	0	0	0	1	0	0	0	0	0	0	ariana	1
photo	post_user_1008279892518211	1008279892518211_1621518124527715	https://www.facebook.com/1008279892518211/posts/1621518124527715	سوسة ...وينو تروتوار يا والي سوسة ... ياخي بعتوه ؟	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19875554_1127168737427887_2967935763489076783_n.jpg?oh=4d770f996c7a70d3f814dca745805d79&oe=5A59B682	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19875554_1127168737427887_2967935763489076783_n.jpg?oh=67392b2c144380768ce106ca2d91a69e&oe=5A577097	https://www.facebook.com/photo.php?fbid=1127168737427887&set=gm.1621518124527715&type=3	facebook.com	2017-07-09T16:26:44+0000	1499617604	2017-07-09 18:26:44	3	0	3	1	4	0	0	0	0	0	3	0	0	0	0	0	0	sousse	1
status	post_user_1008279892518211	1008279892518211_1621483747864486	https://www.facebook.com/1008279892518211/posts/1621483747864486	نداء استغاثة السادة. _الرئيس المدير العام للصندوق الوطني للتأمين على المرض _وزير الشؤون الإجتماعية _رئيس الحكومة سلاما واحتراما وبعد أرجو من جنابكم التدخل السريع لدى مكتب أريانة للتأمين على المرض وتمكيني من الدواء لفائدة زوجتي علما وأنني أودعت الوصفة الطبية بتاريخ 7/6/2017 بالمكتب المذكور وإلى هذا التاريخ 8/7/2017 لم يقع البت في الموضوع رغم أنني توجهت خمسة مرات وقابلت أعوان المكتب فكانت إجاباتهم جملة واحدة وبدون مجهود يذكر(إرجع بعد يومين أوثلاثة). هذا في عصر الإعلامية  وتعصير الإدارة والحوكمة والشفافية ومقاومة الفساد والفساد الإداري وبرامج وخطط للقضاء على الركود الإداري .الدواء المنصوص عليه في الوصفة الطبية دواء مرض مزمن(دواء الحياة) لمدة ثلاثة أشهر إنقضى منهم أكثر من شهر ومسئولي مكتب أريانة للتأمين على المرض في سبات ونوم عميق لا تفكير فيمن يموت أو يحي ولا أهمية لهم في معانات المواطنين في الذهاب والإياب و الإنتظارات وعدم إيجاد الإجابة الموضوعية لمطالبهم.( هذه عيينة للمضمون الإجتماعي رقم40128900).أنا أستغرب ملفات لاتحتمل التأخير وعدم الإستجاب لها يهدد حياة الناس بالموت حسبي الله ونعم الوكيل في كل من له يد سوى في وضعيتي او ملفات المواطنين. إذن إن متنا من الحسرة والحقرة والتغافل والتهميش فلا يهمني متى يطفطن أصحاب القرار إلى ضحايا الإهمال والامبالات بأرواح الناس.  أرجو من اللذين تصلهم رسالتي أن يقوموا بالتفاعل مع هذا الموضوع الحساس لعلكم تساهمون في إنقاذ حياة مريض مثل حالتي أوأشد تعقيدا والسلام للجميع.					2017-07-09T15:55:05+0000	1499615705	2017-07-09 17:55:05	1	2	1	7	10	2	2	0	1	0	1	0	0	0	0	0	0	ariana	1
video	post_user_1008279892518211	1008279892518211_1620168177996043	https://www.facebook.com/1008279892518211/posts/1620168177996043	Mohamed Med shared ‎انتبه أنت في تونس‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19954751_1604786559581611_6930058344891678720_n.jpg?oh=08399f69d68d83e78220fa7c53fb2082&oe=5A1B295D	https://scontent.xx.fbcdn.net/v/t15.0-10/19954751_1604786559581611_6930058344891678720_n.jpg?oh=869a2d124de0c38ab2463c1d362579a8&oe=5A5CA726	https://www.facebook.com/326120170781596/videos/1604786346248299/	facebook.com	2017-07-08T13:24:15+0000	1499520255	2017-07-08 15:24:15	5	4	14	16	34	4	4	0	2	0	5	0	2	0	0	7	0	tunis	1
link	post_user_1008279892518211	1008279892518211_1619939014685626	https://www.facebook.com/1008279892518211/posts/1619939014685626	un message pour tous les personnes qui texte ou font des videos en conduisant et pour les passagers aussi. je sais pas pk avec l évolution de la technologie et la négligence des règlement tunisien  les gens sont prés à mettre leurs vie et la vie des autres passagers en danger pour une photo ou une video ou répondre à son message.  MAIS POURQUOI ??? A CE POINT CA VOS LA PEiNE ????  ( je me suis disputer au par avant avec une personne tres proche de moi car elle devait répandre au message de son petit copain. j ai eu vraiment peu et depuis de n embarque plus avec elle. )	https://external.xx.fbcdn.net/safe_image.php?d=AQCfKSzR80tm--J3&w=130&h=130&url=http%3A%2F%2Fstorage.journaldemontreal.com%2Fv1%2Fdynamic_resize%2Fsws_path%2Fjdx-prod-images%2F7a14f35c-8cf9-4110-a6fd-1b6425c0d3e4_JDX-2x1_WEB.jpg%3Fquality%3D80%26size%3D1200x%26version%3D1&cfs=1&_nc_hash=AQB2GMzTYdwlVKl6	https://external.xx.fbcdn.net/safe_image.php?d=AQD9rhrSyVS6m4IC&url=http%3A%2F%2Fstorage.journaldemontreal.com%2Fv1%2Fdynamic_resize%2Fsws_path%2Fjdx-prod-images%2F7a14f35c-8cf9-4110-a6fd-1b6425c0d3e4_JDX-2x1_WEB.jpg%3Fquality%3D80%26size%3D1200x%26version%3D1&_nc_hash=AQB0gv6NYdxv2afK	http://www.journaldemontreal.com/2017/07/07/fini-les-textos-au-volant-grace-a-ce-quebecois	journaldemontreal.com	2017-07-08T07:41:36+0000	1499499696	2017-07-08 09:41:36	10	8	10	4	22	8	3	5	2	0	10	0	0	0	0	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1620253434654184	https://www.facebook.com/1008279892518211/posts/1620253434654184	ولاية تونس ستشرع في مراقبة تسعيرة المقاهي بالتعاون  مع وزارة التجارة ووزارة الصحة .					2017-07-08T14:55:13+0000	1499525713	2017-07-08 16:55:13	160	14	176	10	200	14	14	0	9	0	155	15	0	0	0	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1619010328111828	https://www.facebook.com/1008279892518211/posts/1619010328111828	بدينا ناقفو لتونس  Wind of change <3					2017-07-07T13:57:31+0000	1499435851	2017-07-07 15:57:31	120	15	140	16	171	14	14	0	2	0	117	19	1	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1621349911211203	https://www.facebook.com/1008279892518211/posts/1621349911211203	فوريار نابل: الشكر للمجهودات العظيمة، أما هكا يولي إسمو هز مالجابية و حط في الخابية. لازم نبعثولهم شرطة البيءة.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19875125_10211969161777376_6068807301187882600_n.jpg?oh=608e410fa541826ca912271cab5d2647&oe=5A5281E7	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19875125_10211969161777376_6068807301187882600_n.jpg?oh=826e9d89e9226596cf69e9054e367b10&oe=5A1BE5EA	https://www.facebook.com/photo.php?fbid=10211969161777376&set=gm.1621349911211203&type=3	facebook.com	2017-07-09T13:41:47+0000	1499607707	2017-07-09 15:41:47	7	1	9	0	10	1	1	0	0	0	6	0	1	0	0	1	0	nabeul	1
photo	post_user_1008279892518211	1008279892518211_1618288921517302	https://www.facebook.com/1008279892518211/posts/1618288921517302	Isayed Hetha beni fi rez9 l7akem w ma5araj bebou 3alkayes jina na7kiw m3ah 9alik a3mal kifi wetha t7eb tichki 3ala kifik ena (ktefi s5an)a7na fi 2017 mizelna f l3a9lia hethi l adress:rte tunis KLM 0.5 sfax nchalla soutna yousil lil masala7 lma3nia	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19894715_10203136596773454_2122051266819537613_n.jpg?oh=5fed2b4d8ef691ef366106ecdf28c356&oe=5A50F675	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19894715_10203136596773454_2122051266819537613_n.jpg?oh=58d6c496d7836ef6067f4457d7b66ef1&oe=5A533378	https://www.facebook.com/photo.php?fbid=10203136596773454&set=gm.1618288921517302&type=3	facebook.com	2017-07-06T23:05:13+0000	1499382313	2017-07-07 01:05:13	3	1	3	1	5	1	1	0	0	0	3	0	0	0	0	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1618445268168334	https://www.facebook.com/1008279892518211/posts/1618445268168334	Waktech wali il mahdia yetharrek ? Momken  Nhar illi hawloulou le siege du gouvernorat li souassi.					2017-07-07T02:16:07+0000	1499393767	2017-07-07 04:16:07	1	0	2	0	2	0	0	0	0	0	1	0	0	0	1	0	0	mahdia	1
link	post_user_1008279892518211	1008279892518211_1618333601512834	https://www.facebook.com/1008279892518211/posts/1618333601512834	Mohamed Jegham shared ‎Qui contrôle les banques tunisiennes  ? من يراقب البنوك التونسية‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-1/c39.0.100.100/p100x100/10646869_291013131022747_6703810346699809288_n.jpg?oh=6cef16502c739b44b37297c7e85694d8&oe=5A4935D0		https://www.facebook.com/quicontrole.lesbanques/posts/540495419407849	facebook.com	2017-07-07T00:02:16+0000	1499385736	2017-07-07 02:02:16	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1618322184847309	https://www.facebook.com/1008279892518211/posts/1618322184847309	یا جماعة بعد وینو التروتوار والی بفضل التوانسة الی ساهمو بصفة غیر مباشرة باش نظافت تونس من الانتصاب الفوضوی والیوم جاکم قروب اسمی مرکی القواد واللحاس الی فی خدمتک بالک یتربا و یولی راجل	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19748540_1584185694960135_4047887837042135936_n.jpg?oh=9c7ff83609dcab1e9f87b7cdc9a79764&oe=5A1BCA63	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19748540_1584185694960135_4047887837042135936_n.jpg?oh=ddfe8f0677c0e67602900169d3dba2e3&oe=5A562576	https://www.facebook.com/photo.php?fbid=1584185694960135&set=gm.1618322184847309&type=3	facebook.com	2017-07-06T23:45:44+0000	1499384744	2017-07-07 01:45:44	1	2	3	0	5	2	1	1	3	0	1	0	0	2	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1615584625121065	https://www.facebook.com/1008279892518211/posts/1615584625121065	#بنزرت الماتلين وضع لافتة تدعو لعدم شرب الكحول في هذه المنطقة 😑😏	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19601475_240710249780834_7092970473577255075_n.jpg?oh=40ce2cf74e1275224df7c47cdf28f77f&oe=5A4B23C1	https://scontent.xx.fbcdn.net/v/t1.0-9/19601475_240710249780834_7092970473577255075_n.jpg?oh=2d940e7e69046c8543ab759e7854531b&oe=5A54E95C	https://www.facebook.com/photo.php?fbid=240710249780834&set=gm.1615584625121065&type=3	facebook.com	2017-07-04T16:55:43+0000	1499187343	2017-07-04 18:55:43	320	223	407	0	630	220	85	135	275	0	318	45	3	32	1	3	0	bizert	1
